0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
44.766666666666666,46.46666666666667,46.43333333333333,49.266666666666666,46.5,45.0,47.13333333333333,44.53333333333333,45.93333333333333,45.333333333333336,46.7,43.46666666666667,45.333333333333336,43.03333333333333,44.96666666666667,44.56666666666666,43.93333333333333,37.43333333333333,38.96666666666667,42.13333333333333,43.36666666666667,43.03333333333333,43.2,42.93333333333333,40.333333333333336,41.53333333333333,36.5,38.86666666666667,41.2,42.666666666666664,43.7,39.2,41.03333333333333,44.666666666666664,44.53333333333333,44.56666666666666,45.266666666666666,45.8,43.333333333333336,44.36666666666667
46.6,47.666666666666664,44.2,43.86666666666667,44.666666666666664,45.53333333333333,44.666666666666664,49.6,44.266666666666666,47.13333333333333,45.233333333333334,43.13333333333333,42.9,44.2,45.53333333333333,41.5,40.6,37.733333333333334,39.0,42.4,42.06666666666666,45.766666666666666,43.666666666666664,43.56666666666666,44.36666666666667,41.166666666666664,39.266666666666666,37.4,35.4,37.46666666666667,39.06666666666666,41.733333333333334,46.666666666666664,44.2,43.03333333333333,43.233333333333334,42.166666666666664,42.8,44.9,43.13333333333333
47.833333333333336,48.03333333333333,47.56666666666666,44.333333333333336,46.03333333333333,45.96666666666667,46.1,46.766666666666666,44.9,44.63333333333333,46.2,48.7,46.46666666666667,43.63333333333333,45.6,39.266666666666666,36.6,41.8,43.96666666666667,46.0,45.63333333333333,46.93333333333333,44.166666666666664,44.03333333333333,45.1,46.36666666666667,41.833333333333336,40.266666666666666,34.4,37.36666666666667,41.0,40.96666666666667,40.53333333333333,39.666666666666664,33.266666666666666,37.06666666666666,40.4,41.9,44.93333333333333,41.333333333333336
44.833333333333336,45.13333333333333,44.266666666666666,46.2,46.93333333333333,46.0,43.4,41.53333333333333,42.93333333333333,45.43333333333333,44.86666666666667,45.1,45.6,43.6,40.96666666666667,39.43333333333333,38.0,40.93333333333333,43.46666666666667,44.86666666666667,45.13333333333333,45.3,44.2,42.8,42.93333333333333,41.96666666666667,42.53333333333333,41.1,40.5,39.5,41.46666666666667,45.666666666666664,45.13333333333333,43.166666666666664,43.0,44.7,47.266666666666666,45.03333333333333,43.56666666666666,44.233333333333334
45.96666666666667,44.4,40.166666666666664,40.7,43.233333333333334,45.4,47.666666666666664,46.56666666666666,45.96666666666667,46.93333333333333,44.96666666666667,44.266666666666666,44.833333333333336,41.56666666666666,35.36666666666667,38.9,45.666666666666664,46.5,45.733333333333334,43.9,42.06666666666666,43.733333333333334,42.2,44.56666666666666,42.63333333333333,42.766666666666666,40.5,41.3,39.166666666666664,36.2,36.233333333333334,40.96666666666667,44.13333333333333,43.6,43.666666666666664,42.266666666666666,44.03333333333333,42.06666666666666,46.666666666666664,48.4
47.266666666666666,46.06666666666666,46.833333333333336,45.06666666666666,47.36666666666667,46.8,44.46666666666667,45.1,46.1,48.9,47.86666666666667,44.7,42.8,37.766666666666666,36.666666666666664,41.733333333333334,43.86666666666667,46.03333333333333,44.1,43.53333333333333,45.63333333333333,44.9,45.96666666666667,44.93333333333333,46.43333333333333,46.93333333333333,44.0,42.93333333333333,43.36666666666667,40.36666666666667,36.666666666666664,39.7,41.06666666666666,44.666666666666664,43.86666666666667,45.0,45.4,42.43333333333333,43.8,47.13333333333333
46.333333333333336,45.8,43.93333333333333,44.0,43.2,44.5,43.6,43.333333333333336,41.4,41.46666666666667,40.4,42.5,42.03333333333333,38.9,37.166666666666664,42.43333333333333,42.333333333333336,42.93333333333333,45.8,47.1,46.233333333333334,45.166666666666664,40.53333333333333,43.1,44.36666666666667,41.4,42.733333333333334,39.733333333333334,40.36666666666667,39.4,36.56666666666666,40.63333333333333,42.96666666666667,44.7,42.63333333333333,41.7,43.53333333333333,46.3,45.2,43.266666666666666
44.666666666666664,41.7,47.266666666666666,46.833333333333336,45.5,47.333333333333336,44.166666666666664,43.56666666666666,40.5,41.43333333333333,46.333333333333336,43.8,40.53333333333333,35.233333333333334,38.0,41.56666666666666,40.93333333333333,45.1,44.93333333333333,46.93333333333333,44.43333333333333,46.86666666666667,42.96666666666667,43.233333333333334,43.4,44.46666666666667,43.93333333333333,43.93333333333333,43.2,41.4,35.06666666666666,37.233333333333334,37.56666666666666,40.86666666666667,41.333333333333336,43.733333333333334,40.666666666666664,40.666666666666664,42.86666666666667,43.6
48.266666666666666,45.766666666666666,46.43333333333333,44.666666666666664,42.0,42.56666666666666,44.766666666666666,42.03333333333333,46.3,48.43333333333333,45.13333333333333,42.666666666666664,40.1,36.56666666666666,42.266666666666666,43.7,45.46666666666667,47.93333333333333,46.766666666666666,42.7,44.233333333333334,41.0,41.06666666666666,40.96666666666667,42.9,42.13333333333333,42.8,39.96666666666667,40.166666666666664,38.233333333333334,34.03333333333333,38.8,41.233333333333334,46.166666666666664,44.6,43.7,44.166666666666664,46.56666666666666,43.96666666666667,42.8
44.166666666666664,45.1,45.06666666666666,45.5,46.2,44.6,44.2,45.13333333333333,41.833333333333336,38.4,37.333333333333336,40.1,37.8,38.63333333333333,40.93333333333333,45.03333333333333,43.53333333333333,42.3,41.6,36.833333333333336,40.93333333333333,44.56666666666666,44.2,45.3,42.666666666666664,41.7,42.766666666666666,40.166666666666664,42.53333333333333,40.93333333333333,36.5,42.06666666666666,44.96666666666667,43.8,42.63333333333333,43.56666666666666,43.8,41.36666666666667,46.3,46.93333333333333
